module,rule_id,rule_name,hit,dimension_type,dimension_name,period_start,period_end,metrics,threshold,evidence
S2,R37,CAC环比跳升,True,channel,今日头条,2025-09,2025-10,"{""change_percentage_points"": 0.11783290000000002, ""current_cac_rate"": 1.53004097, ""previous_cac_rate"": 1.41220807}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.412208"", ""2025-10 CAC率 1.530041"", ""环比变化 0.117833""]"
S2,R36,CAC连续上升,False,channel,今日头条,2025-08,2025-10,"{""current_cac_rate"": 1.53004097, ""previous_cac_rate"": 1.41220807, ""start_cac_rate"": 1.55483712}",连续3个完整月上升,"[""2025-08 CAC率 1.554837"", ""2025-09 CAC率 1.412208"", ""2025-10 CAC率 1.530041""]"
S2,R37,CAC环比跳升,True,channel,优量汇,2025-08,2025-09,"{""change_percentage_points"": 0.09966827, ""current_cac_rate"": 1.88285964, ""previous_cac_rate"": 1.78319137}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.783191"", ""2025-09 CAC率 1.882860"", ""环比变化 0.099668""]"
S2,R37,CAC环比跳升,False,channel,优量汇,2025-09,2025-10,"{""change_percentage_points"": -0.12746062999999985, ""current_cac_rate"": 1.75539901, ""previous_cac_rate"": 1.88285964}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.882860"", ""2025-10 CAC率 1.755399"", ""环比变化 -0.127461""]"
S2,R36,CAC连续上升,False,channel,优量汇,2025-08,2025-10,"{""current_cac_rate"": 1.75539901, ""previous_cac_rate"": 1.88285964, ""start_cac_rate"": 1.78319137}",连续3个完整月上升,"[""2025-08 CAC率 1.783191"", ""2025-09 CAC率 1.882860"", ""2025-10 CAC率 1.755399""]"
S2,R37,CAC环比跳升,True,channel,公众号,2025-08,2025-09,"{""change_percentage_points"": 0.09588360000000007, ""current_cac_rate"": 1.55033939, ""previous_cac_rate"": 1.45445579}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.454456"", ""2025-09 CAC率 1.550339"", ""环比变化 0.095884""]"
S2,R37,CAC环比跳升,False,channel,公众号,2025-09,2025-10,"{""change_percentage_points"": -0.09333035999999995, ""current_cac_rate"": 1.45700903, ""previous_cac_rate"": 1.55033939}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.550339"", ""2025-10 CAC率 1.457009"", ""环比变化 -0.093330""]"
S2,R36,CAC连续上升,False,channel,公众号,2025-08,2025-10,"{""current_cac_rate"": 1.45700903, ""previous_cac_rate"": 1.55033939, ""start_cac_rate"": 1.45445579}",连续3个完整月上升,"[""2025-08 CAC率 1.454456"", ""2025-09 CAC率 1.550339"", ""2025-10 CAC率 1.457009""]"
S2,R37,CAC环比跳升,False,channel,北海-摄影粉-DY-直播,2025-08,2025-09,"{""change_percentage_points"": 0.022231810000000074, ""current_cac_rate"": 1.15353224, ""previous_cac_rate"": 1.13130043}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.131300"", ""2025-09 CAC率 1.153532"", ""环比变化 0.022232""]"
S2,R37,CAC环比跳升,False,channel,北海-摄影粉-DY-直播,2025-09,2025-10,"{""change_percentage_points"": -0.04505806000000012, ""current_cac_rate"": 1.10847418, ""previous_cac_rate"": 1.15353224}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.153532"", ""2025-10 CAC率 1.108474"", ""环比变化 -0.045058""]"
S2,R36,CAC连续上升,False,channel,北海-摄影粉-DY-直播,2025-08,2025-10,"{""current_cac_rate"": 1.10847418, ""previous_cac_rate"": 1.15353224, ""start_cac_rate"": 1.13130043}",连续3个完整月上升,"[""2025-08 CAC率 1.131300"", ""2025-09 CAC率 1.153532"", ""2025-10 CAC率 1.108474""]"
S2,R37,CAC环比跳升,False,channel,千川直播,2025-08,2025-09,"{""change_percentage_points"": -1.0274171600000002, ""current_cac_rate"": 3.79370994, ""previous_cac_rate"": 4.8211271}",> 0.05（5个百分点）,"[""2025-08 CAC率 4.821127"", ""2025-09 CAC率 3.793710"", ""环比变化 -1.027417""]"
S2,R37,CAC环比跳升,True,channel,千川直播,2025-09,2025-10,"{""change_percentage_points"": 0.21325760999999988, ""current_cac_rate"": 4.00696755, ""previous_cac_rate"": 3.79370994}",> 0.05（5个百分点）,"[""2025-09 CAC率 3.793710"", ""2025-10 CAC率 4.006968"", ""环比变化 0.213258""]"
S2,R36,CAC连续上升,False,channel,千川直播,2025-08,2025-10,"{""current_cac_rate"": 4.00696755, ""previous_cac_rate"": 3.79370994, ""start_cac_rate"": 4.8211271}",连续3个完整月上升,"[""2025-08 CAC率 4.821127"", ""2025-09 CAC率 3.793710"", ""2025-10 CAC率 4.006968""]"
S2,R37,CAC环比跳升,False,channel,华为-东莞聚力,2025-08,2025-09,"{""change_percentage_points"": -1.01523752, ""current_cac_rate"": 0.96901738, ""previous_cac_rate"": 1.9842549}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.984255"", ""2025-09 CAC率 0.969017"", ""环比变化 -1.015238""]"
S2,R37,CAC环比跳升,False,channel,华为-东莞聚力,2025-09,2025-10,"{""change_percentage_points"": -0.32955823000000006, ""current_cac_rate"": 0.63945915, ""previous_cac_rate"": 0.96901738}",> 0.05（5个百分点）,"[""2025-09 CAC率 0.969017"", ""2025-10 CAC率 0.639459"", ""环比变化 -0.329558""]"
S2,R36,CAC连续上升,False,channel,华为-东莞聚力,2025-08,2025-10,"{""current_cac_rate"": 0.63945915, ""previous_cac_rate"": 0.96901738, ""start_cac_rate"": 1.9842549}",连续3个完整月上升,"[""2025-08 CAC率 1.984255"", ""2025-09 CAC率 0.969017"", ""2025-10 CAC率 0.639459""]"
S2,R37,CAC环比跳升,True,channel,华为亚德,2025-08,2025-09,"{""change_percentage_points"": 0.2717423699999999, ""current_cac_rate"": 1.33426585, ""previous_cac_rate"": 1.06252348}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.062523"", ""2025-09 CAC率 1.334266"", ""环比变化 0.271742""]"
S2,R37,CAC环比跳升,False,channel,华为亚德,2025-09,2025-10,"{""change_percentage_points"": -0.017538779999999976, ""current_cac_rate"": 1.31672707, ""previous_cac_rate"": 1.33426585}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.334266"", ""2025-10 CAC率 1.316727"", ""环比变化 -0.017539""]"
S2,R36,CAC连续上升,False,channel,华为亚德,2025-08,2025-10,"{""current_cac_rate"": 1.31672707, ""previous_cac_rate"": 1.33426585, ""start_cac_rate"": 1.06252348}",连续3个完整月上升,"[""2025-08 CAC率 1.062523"", ""2025-09 CAC率 1.334266"", ""2025-10 CAC率 1.316727""]"
S2,R37,CAC环比跳升,True,channel,南昌微动-G-公众号,2025-08,2025-09,"{""change_percentage_points"": 0.22950336000000005, ""current_cac_rate"": 1.44959755, ""previous_cac_rate"": 1.22009419}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.220094"", ""2025-09 CAC率 1.449598"", ""环比变化 0.229503""]"
S2,R37,CAC环比跳升,False,channel,南昌微动-G-公众号,2025-09,2025-10,"{""change_percentage_points"": -0.19587899999999991, ""current_cac_rate"": 1.25371855, ""previous_cac_rate"": 1.44959755}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.449598"", ""2025-10 CAC率 1.253719"", ""环比变化 -0.195879""]"
S2,R36,CAC连续上升,False,channel,南昌微动-G-公众号,2025-08,2025-10,"{""current_cac_rate"": 1.25371855, ""previous_cac_rate"": 1.44959755, ""start_cac_rate"": 1.22009419}",连续3个完整月上升,"[""2025-08 CAC率 1.220094"", ""2025-09 CAC率 1.449598"", ""2025-10 CAC率 1.253719""]"
S2,R37,CAC环比跳升,False,channel,南昌高森-G-公众号,2025-08,2025-09,"{""change_percentage_points"": -0.62557971, ""current_cac_rate"": 1.58587424, ""previous_cac_rate"": 2.21145395}",> 0.05（5个百分点）,"[""2025-08 CAC率 2.211454"", ""2025-09 CAC率 1.585874"", ""环比变化 -0.625580""]"
S2,R37,CAC环比跳升,True,channel,南昌高森-G-公众号,2025-09,2025-10,"{""change_percentage_points"": 0.10190016999999996, ""current_cac_rate"": 1.68777441, ""previous_cac_rate"": 1.58587424}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.585874"", ""2025-10 CAC率 1.687774"", ""环比变化 0.101900""]"
S2,R36,CAC连续上升,False,channel,南昌高森-G-公众号,2025-08,2025-10,"{""current_cac_rate"": 1.68777441, ""previous_cac_rate"": 1.58587424, ""start_cac_rate"": 2.21145395}",连续3个完整月上升,"[""2025-08 CAC率 2.211454"", ""2025-09 CAC率 1.585874"", ""2025-10 CAC率 1.687774""]"
S2,R37,CAC环比跳升,True,channel,南昌高森-G-视频号,2025-08,2025-09,"{""change_percentage_points"": 0.6416940099999997, ""current_cac_rate"": 2.26335909, ""previous_cac_rate"": 1.62166508}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.621665"", ""2025-09 CAC率 2.263359"", ""环比变化 0.641694""]"
S2,R37,CAC环比跳升,True,channel,南昌高森-G-视频号,2025-09,2025-10,"{""change_percentage_points"": 0.8940309400000004, ""current_cac_rate"": 3.15739003, ""previous_cac_rate"": 2.26335909}",> 0.05（5个百分点）,"[""2025-09 CAC率 2.263359"", ""2025-10 CAC率 3.157390"", ""环比变化 0.894031""]"
S2,R36,CAC连续上升,True,channel,南昌高森-G-视频号,2025-08,2025-10,"{""current_cac_rate"": 3.15739003, ""previous_cac_rate"": 2.26335909, ""start_cac_rate"": 1.62166508}",连续3个完整月上升,"[""2025-08 CAC率 1.621665"", ""2025-09 CAC率 2.263359"", ""2025-10 CAC率 3.157390""]"
S2,R37,CAC环比跳升,False,channel,合肥哲礼-G-公众号,2025-08,2025-09,"{""change_percentage_points"": -0.44320511000000007, ""current_cac_rate"": 1.02750918, ""previous_cac_rate"": 1.47071429}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.470714"", ""2025-09 CAC率 1.027509"", ""环比变化 -0.443205""]"
S2,R37,CAC环比跳升,False,channel,合肥哲礼-G-公众号,2025-09,2025-10,"{""change_percentage_points"": 0.031937850000000045, ""current_cac_rate"": 1.05944703, ""previous_cac_rate"": 1.02750918}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.027509"", ""2025-10 CAC率 1.059447"", ""环比变化 0.031938""]"
S2,R36,CAC连续上升,False,channel,合肥哲礼-G-公众号,2025-08,2025-10,"{""current_cac_rate"": 1.05944703, ""previous_cac_rate"": 1.02750918, ""start_cac_rate"": 1.47071429}",连续3个完整月上升,"[""2025-08 CAC率 1.470714"", ""2025-09 CAC率 1.027509"", ""2025-10 CAC率 1.059447""]"
S2,R37,CAC环比跳升,False,channel,合肥哲礼-G-视频号,2025-09,2025-10,"{""change_percentage_points"": -1.9899804799999998, ""current_cac_rate"": 1.27760637, ""previous_cac_rate"": 3.26758685}",> 0.05（5个百分点）,"[""2025-09 CAC率 3.267587"", ""2025-10 CAC率 1.277606"", ""环比变化 -1.989980""]"
S2,R37,CAC环比跳升,True,channel,喜马拉雅,2025-08,2025-09,"{""change_percentage_points"": 0.29446766, ""current_cac_rate"": 1.29426493, ""previous_cac_rate"": 0.99979727}",> 0.05（5个百分点）,"[""2025-08 CAC率 0.999797"", ""2025-09 CAC率 1.294265"", ""环比变化 0.294468""]"
S2,R37,CAC环比跳升,False,channel,喜马拉雅,2025-09,2025-10,"{""change_percentage_points"": -0.29734578999999994, ""current_cac_rate"": 0.99691914, ""previous_cac_rate"": 1.29426493}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.294265"", ""2025-10 CAC率 0.996919"", ""环比变化 -0.297346""]"
S2,R36,CAC连续上升,False,channel,喜马拉雅,2025-08,2025-10,"{""current_cac_rate"": 0.99691914, ""previous_cac_rate"": 1.29426493, ""start_cac_rate"": 0.99979727}",连续3个完整月上升,"[""2025-08 CAC率 0.999797"", ""2025-09 CAC率 1.294265"", ""2025-10 CAC率 0.996919""]"
S2,R37,CAC环比跳升,True,channel,喜鹊-XCX-垂直应用,2025-08,2025-09,"{""change_percentage_points"": 0.29212496999999993, ""current_cac_rate"": 1.48006588, ""previous_cac_rate"": 1.18794091}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.187941"", ""2025-09 CAC率 1.480066"", ""环比变化 0.292125""]"
S2,R37,CAC环比跳升,True,channel,喜鹊-XCX-垂直应用,2025-09,2025-10,"{""change_percentage_points"": 0.19772650000000014, ""current_cac_rate"": 1.67779238, ""previous_cac_rate"": 1.48006588}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.480066"", ""2025-10 CAC率 1.677792"", ""环比变化 0.197727""]"
S2,R36,CAC连续上升,True,channel,喜鹊-XCX-垂直应用,2025-08,2025-10,"{""current_cac_rate"": 1.67779238, ""previous_cac_rate"": 1.48006588, ""start_cac_rate"": 1.18794091}",连续3个完整月上升,"[""2025-08 CAC率 1.187941"", ""2025-09 CAC率 1.480066"", ""2025-10 CAC率 1.677792""]"
S2,R37,CAC环比跳升,False,channel,存量MVP,2025-08,2025-09,"{""change_percentage_points"": -0.30490428999999997, ""current_cac_rate"": 0.02558511, ""previous_cac_rate"": 0.3304894}",> 0.05（5个百分点）,"[""2025-08 CAC率 0.330489"", ""2025-09 CAC率 0.025585"", ""环比变化 -0.304904""]"
S2,R37,CAC环比跳升,True,channel,安徽煜旻-G-公众号,2025-08,2025-09,"{""change_percentage_points"": 0.83376439, ""current_cac_rate"": 2.36205788, ""previous_cac_rate"": 1.52829349}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.528293"", ""2025-09 CAC率 2.362058"", ""环比变化 0.833764""]"
S2,R37,CAC环比跳升,False,channel,安徽煜旻-G-公众号,2025-09,2025-10,"{""change_percentage_points"": -0.91642092, ""current_cac_rate"": 1.44563696, ""previous_cac_rate"": 2.36205788}",> 0.05（5个百分点）,"[""2025-09 CAC率 2.362058"", ""2025-10 CAC率 1.445637"", ""环比变化 -0.916421""]"
S2,R36,CAC连续上升,False,channel,安徽煜旻-G-公众号,2025-08,2025-10,"{""current_cac_rate"": 1.44563696, ""previous_cac_rate"": 2.36205788, ""start_cac_rate"": 1.52829349}",连续3个完整月上升,"[""2025-08 CAC率 1.528293"", ""2025-09 CAC率 2.362058"", ""2025-10 CAC率 1.445637""]"
S2,R37,CAC环比跳升,True,channel,安徽煜旻-G-视频号,2025-08,2025-09,"{""change_percentage_points"": 0.26083838000000004, ""current_cac_rate"": 0.89251449, ""previous_cac_rate"": 0.63167611}",> 0.05（5个百分点）,"[""2025-08 CAC率 0.631676"", ""2025-09 CAC率 0.892514"", ""环比变化 0.260838""]"
S2,R37,CAC环比跳升,False,channel,安徽煜旻-G-视频号,2025-09,2025-10,"{""change_percentage_points"": -0.26678955000000004, ""current_cac_rate"": 0.62572494, ""previous_cac_rate"": 0.89251449}",> 0.05（5个百分点）,"[""2025-09 CAC率 0.892514"", ""2025-10 CAC率 0.625725"", ""环比变化 -0.266790""]"
S2,R36,CAC连续上升,False,channel,安徽煜旻-G-视频号,2025-08,2025-10,"{""current_cac_rate"": 0.62572494, ""previous_cac_rate"": 0.89251449, ""start_cac_rate"": 0.63167611}",连续3个完整月上升,"[""2025-08 CAC率 0.631676"", ""2025-09 CAC率 0.892514"", ""2025-10 CAC率 0.625725""]"
S2,R37,CAC环比跳升,False,channel,小徐老师手机摄影-摄影粉-DY-直播,2025-08,2025-09,"{""change_percentage_points"": 0.04824927000000001, ""current_cac_rate"": 0.9575959, ""previous_cac_rate"": 0.90934663}",> 0.05（5个百分点）,"[""2025-08 CAC率 0.909347"", ""2025-09 CAC率 0.957596"", ""环比变化 0.048249""]"
S2,R37,CAC环比跳升,False,channel,小徐老师手机摄影-摄影粉-DY-直播,2025-09,2025-10,"{""change_percentage_points"": 0.03504184999999993, ""current_cac_rate"": 0.99263775, ""previous_cac_rate"": 0.9575959}",> 0.05（5个百分点）,"[""2025-09 CAC率 0.957596"", ""2025-10 CAC率 0.992638"", ""环比变化 0.035042""]"
S2,R36,CAC连续上升,True,channel,小徐老师手机摄影-摄影粉-DY-直播,2025-08,2025-10,"{""current_cac_rate"": 0.99263775, ""previous_cac_rate"": 0.9575959, ""start_cac_rate"": 0.90934663}",连续3个完整月上升,"[""2025-08 CAC率 0.909347"", ""2025-09 CAC率 0.957596"", ""2025-10 CAC率 0.992638""]"
S2,R37,CAC环比跳升,True,channel,小程序,2025-08,2025-09,"{""change_percentage_points"": 0.09973937999999993, ""current_cac_rate"": 1.89211759, ""previous_cac_rate"": 1.79237821}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.792378"", ""2025-09 CAC率 1.892118"", ""环比变化 0.099739""]"
S2,R37,CAC环比跳升,False,channel,小程序,2025-09,2025-10,"{""change_percentage_points"": -0.30797600999999997, ""current_cac_rate"": 1.58414158, ""previous_cac_rate"": 1.89211759}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.892118"", ""2025-10 CAC率 1.584142"", ""环比变化 -0.307976""]"
S2,R36,CAC连续上升,False,channel,小程序,2025-08,2025-10,"{""current_cac_rate"": 1.58414158, ""previous_cac_rate"": 1.89211759, ""start_cac_rate"": 1.79237821}",连续3个完整月上升,"[""2025-08 CAC率 1.792378"", ""2025-09 CAC率 1.892118"", ""2025-10 CAC率 1.584142""]"
S2,R37,CAC环比跳升,True,channel,小红书,2025-08,2025-09,"{""change_percentage_points"": 0.05498891000000006, ""current_cac_rate"": 1.64844721, ""previous_cac_rate"": 1.5934583}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.593458"", ""2025-09 CAC率 1.648447"", ""环比变化 0.054989""]"
S2,R37,CAC环比跳升,False,channel,小红书,2025-09,2025-10,"{""change_percentage_points"": -0.06326158000000004, ""current_cac_rate"": 1.58518563, ""previous_cac_rate"": 1.64844721}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.648447"", ""2025-10 CAC率 1.585186"", ""环比变化 -0.063262""]"
S2,R36,CAC连续上升,False,channel,小红书,2025-08,2025-10,"{""current_cac_rate"": 1.58518563, ""previous_cac_rate"": 1.64844721, ""start_cac_rate"": 1.5934583}",连续3个完整月上升,"[""2025-08 CAC率 1.593458"", ""2025-09 CAC率 1.648447"", ""2025-10 CAC率 1.585186""]"
S2,R37,CAC环比跳升,True,channel,广州开域-G-视频号,2025-08,2025-09,"{""change_percentage_points"": 4.2676909400000005, ""current_cac_rate"": 6.08588235, ""previous_cac_rate"": 1.81819141}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.818191"", ""2025-09 CAC率 6.085882"", ""环比变化 4.267691""]"
S2,R37,CAC环比跳升,False,channel,微信,2025-08,2025-09,"{""change_percentage_points"": -0.14092565999999995, ""current_cac_rate"": 1.57165751, ""previous_cac_rate"": 1.71258317}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.712583"", ""2025-09 CAC率 1.571658"", ""环比变化 -0.140926""]"
S2,R37,CAC环比跳升,False,channel,微信,2025-09,2025-10,"{""change_percentage_points"": -0.10336987000000009, ""current_cac_rate"": 1.46828764, ""previous_cac_rate"": 1.57165751}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.571658"", ""2025-10 CAC率 1.468288"", ""环比变化 -0.103370""]"
S2,R36,CAC连续上升,False,channel,微信,2025-08,2025-10,"{""current_cac_rate"": 1.46828764, ""previous_cac_rate"": 1.57165751, ""start_cac_rate"": 1.71258317}",连续3个完整月上升,"[""2025-08 CAC率 1.712583"", ""2025-09 CAC率 1.571658"", ""2025-10 CAC率 1.468288""]"
S2,R37,CAC环比跳升,True,channel,微博,2025-08,2025-09,"{""change_percentage_points"": 0.29619985000000004, ""current_cac_rate"": 2.08734688, ""previous_cac_rate"": 1.79114703}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.791147"", ""2025-09 CAC率 2.087347"", ""环比变化 0.296200""]"
S2,R37,CAC环比跳升,False,channel,微博,2025-09,2025-10,"{""change_percentage_points"": -0.27373849000000017, ""current_cac_rate"": 1.81360839, ""previous_cac_rate"": 2.08734688}",> 0.05（5个百分点）,"[""2025-09 CAC率 2.087347"", ""2025-10 CAC率 1.813608"", ""环比变化 -0.273738""]"
S2,R36,CAC连续上升,False,channel,微博,2025-08,2025-10,"{""current_cac_rate"": 1.81360839, ""previous_cac_rate"": 2.08734688, ""start_cac_rate"": 1.79114703}",连续3个完整月上升,"[""2025-08 CAC率 1.791147"", ""2025-09 CAC率 2.087347"", ""2025-10 CAC率 1.813608""]"
S2,R37,CAC环比跳升,True,channel,快手,2025-08,2025-09,"{""change_percentage_points"": 0.16181259000000003, ""current_cac_rate"": 1.96905292, ""previous_cac_rate"": 1.80724033}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.807240"", ""2025-09 CAC率 1.969053"", ""环比变化 0.161813""]"
S2,R37,CAC环比跳升,False,channel,快手,2025-09,2025-10,"{""change_percentage_points"": -0.54799218, ""current_cac_rate"": 1.42106074, ""previous_cac_rate"": 1.96905292}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.969053"", ""2025-10 CAC率 1.421061"", ""环比变化 -0.547992""]"
S2,R36,CAC连续上升,False,channel,快手,2025-08,2025-10,"{""current_cac_rate"": 1.42106074, ""previous_cac_rate"": 1.96905292, ""start_cac_rate"": 1.80724033}",连续3个完整月上升,"[""2025-08 CAC率 1.807240"", ""2025-09 CAC率 1.969053"", ""2025-10 CAC率 1.421061""]"
S2,R37,CAC环比跳升,True,channel,快手直播,2025-09,2025-10,"{""change_percentage_points"": 2.98002883, ""current_cac_rate"": 4.25567233, ""previous_cac_rate"": 1.2756435}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.275643"", ""2025-10 CAC率 4.255672"", ""环比变化 2.980029""]"
S2,R37,CAC环比跳升,False,channel,快手私信,2025-08,2025-09,"{""change_percentage_points"": -0.9398568900000002, ""current_cac_rate"": 1.92467554, ""previous_cac_rate"": 2.86453243}",> 0.05（5个百分点）,"[""2025-08 CAC率 2.864532"", ""2025-09 CAC率 1.924676"", ""环比变化 -0.939857""]"
S2,R37,CAC环比跳升,True,channel,快手私信,2025-09,2025-10,"{""change_percentage_points"": 3.52123704, ""current_cac_rate"": 5.44591258, ""previous_cac_rate"": 1.92467554}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.924676"", ""2025-10 CAC率 5.445913"", ""环比变化 3.521237""]"
S2,R36,CAC连续上升,False,channel,快手私信,2025-08,2025-10,"{""current_cac_rate"": 5.44591258, ""previous_cac_rate"": 1.92467554, ""start_cac_rate"": 2.86453243}",连续3个完整月上升,"[""2025-08 CAC率 2.864532"", ""2025-09 CAC率 1.924676"", ""2025-10 CAC率 5.445913""]"
S2,R37,CAC环比跳升,False,channel,抖音,2025-08,2025-09,"{""change_percentage_points"": -0.12655954999999985, ""current_cac_rate"": 1.58588269, ""previous_cac_rate"": 1.71244224}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.712442"", ""2025-09 CAC率 1.585883"", ""环比变化 -0.126560""]"
S2,R37,CAC环比跳升,False,channel,抖音,2025-09,2025-10,"{""change_percentage_points"": -0.16539119999999996, ""current_cac_rate"": 1.42049149, ""previous_cac_rate"": 1.58588269}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.585883"", ""2025-10 CAC率 1.420491"", ""环比变化 -0.165391""]"
S2,R36,CAC连续上升,False,channel,抖音,2025-08,2025-10,"{""current_cac_rate"": 1.42049149, ""previous_cac_rate"": 1.58588269, ""start_cac_rate"": 1.71244224}",连续3个完整月上升,"[""2025-08 CAC率 1.712442"", ""2025-09 CAC率 1.585883"", ""2025-10 CAC率 1.420491""]"
S2,R37,CAC环比跳升,False,channel,抖音-免费,2025-08,2025-09,"{""change_percentage_points"": 0.0, ""current_cac_rate"": 0.0, ""previous_cac_rate"": 0.0}",> 0.05（5个百分点）,"[""2025-08 CAC率 0.000000"", ""2025-09 CAC率 0.000000"", ""环比变化 0.000000""]"
S2,R37,CAC环比跳升,False,channel,抖音品专,2025-09,2025-10,"{""change_percentage_points"": 0.0, ""current_cac_rate"": 0.0, ""previous_cac_rate"": 0.0}",> 0.05（5个百分点）,"[""2025-09 CAC率 0.000000"", ""2025-10 CAC率 0.000000"", ""环比变化 0.000000""]"
S2,R37,CAC环比跳升,True,channel,抖音品牌,2025-08,2025-09,"{""change_percentage_points"": 0.7184008, ""current_cac_rate"": 3.11140353, ""previous_cac_rate"": 2.39300273}",> 0.05（5个百分点）,"[""2025-08 CAC率 2.393003"", ""2025-09 CAC率 3.111404"", ""环比变化 0.718401""]"
S2,R37,CAC环比跳升,False,channel,抖音品牌,2025-09,2025-10,"{""change_percentage_points"": -1.5317379500000001, ""current_cac_rate"": 1.57966558, ""previous_cac_rate"": 3.11140353}",> 0.05（5个百分点）,"[""2025-09 CAC率 3.111404"", ""2025-10 CAC率 1.579666"", ""环比变化 -1.531738""]"
S2,R36,CAC连续上升,False,channel,抖音品牌,2025-08,2025-10,"{""current_cac_rate"": 1.57966558, ""previous_cac_rate"": 3.11140353, ""start_cac_rate"": 2.39300273}",连续3个完整月上升,"[""2025-08 CAC率 2.393003"", ""2025-09 CAC率 3.111404"", ""2025-10 CAC率 1.579666""]"
S2,R37,CAC环比跳升,True,channel,抖音星图轻运动-DY-短直视频,2025-08,2025-09,"{""change_percentage_points"": 0.68661365, ""current_cac_rate"": 1.73316991, ""previous_cac_rate"": 1.04655626}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.046556"", ""2025-09 CAC率 1.733170"", ""环比变化 0.686614""]"
S2,R37,CAC环比跳升,False,channel,抖音星图轻运动-DY-短直视频,2025-09,2025-10,"{""change_percentage_points"": -0.21777899999999994, ""current_cac_rate"": 1.51539091, ""previous_cac_rate"": 1.73316991}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.733170"", ""2025-10 CAC率 1.515391"", ""环比变化 -0.217779""]"
S2,R36,CAC连续上升,False,channel,抖音星图轻运动-DY-短直视频,2025-08,2025-10,"{""current_cac_rate"": 1.51539091, ""previous_cac_rate"": 1.73316991, ""start_cac_rate"": 1.04655626}",连续3个完整月上升,"[""2025-08 CAC率 1.046556"", ""2025-09 CAC率 1.733170"", ""2025-10 CAC率 1.515391""]"
S2,R37,CAC环比跳升,False,channel,抖音直播,2025-08,2025-09,"{""change_percentage_points"": -0.53009006, ""current_cac_rate"": 2.40527992, ""previous_cac_rate"": 2.93536998}",> 0.05（5个百分点）,"[""2025-08 CAC率 2.935370"", ""2025-09 CAC率 2.405280"", ""环比变化 -0.530090""]"
S2,R37,CAC环比跳升,True,channel,抖音直播,2025-09,2025-10,"{""change_percentage_points"": 2.4550495000000003, ""current_cac_rate"": 4.86032942, ""previous_cac_rate"": 2.40527992}",> 0.05（5个百分点）,"[""2025-09 CAC率 2.405280"", ""2025-10 CAC率 4.860329"", ""环比变化 2.455050""]"
S2,R36,CAC连续上升,False,channel,抖音直播,2025-08,2025-10,"{""current_cac_rate"": 4.86032942, ""previous_cac_rate"": 2.40527992, ""start_cac_rate"": 2.93536998}",连续3个完整月上升,"[""2025-08 CAC率 2.935370"", ""2025-09 CAC率 2.405280"", ""2025-10 CAC率 4.860329""]"
S2,R37,CAC环比跳升,True,channel,抖音购物车,2025-08,2025-09,"{""change_percentage_points"": 0.08270825999999998, ""current_cac_rate"": 1.44444315, ""previous_cac_rate"": 1.36173489}",> 0.05（5个百分点）,"[""2025-08 CAC率 1.361735"", ""2025-09 CAC率 1.444443"", ""环比变化 0.082708""]"
S2,R37,CAC环比跳升,False,channel,抖音购物车,2025-09,2025-10,"{""change_percentage_points"": -0.09676352999999982, ""current_cac_rate"": 1.34767962, ""previous_cac_rate"": 1.44444315}",> 0.05（5个百分点）,"[""2025-09 CAC率 1.444443"", ""2025-10 CAC率 1.347680"", ""环比变化 -0.096764""]"
