module,rule_id,month,dimension_type,dimension_value,hit,actual,threshold,reason
S2,R37,2025-10,三级渠道,海学吉米-G-公众号,False,-0.14544737,> 0.05（5个百分点）,本月CAC率 0.376266 - 上月 0.521713
S2,R37,2025-09,三级渠道,海波-SP-短直视频,False,-0.03880907,> 0.05（5个百分点）,本月CAC率 1.112209 - 上月 1.151018
S2,R36,2025-10,三级渠道,海波-SP-短直视频,False,1.20619647,连续3个完整月上升,1.151018 -> 1.112209 -> 1.206196
S2,R37,2025-10,三级渠道,海波-SP-短直视频,True,0.09398754,> 0.05（5个百分点）,本月CAC率 1.206196 - 上月 1.112209
S2,R37,2025-10,三级渠道,湖南易满-TS-其他异业,True,0.83909534,> 0.05（5个百分点）,本月CAC率 0.839095 - 上月 0.000000
S2,R37,2025-09,三级渠道,湖南浩娱-DY-短直视频,False,-0.12297217,> 0.05（5个百分点）,本月CAC率 1.286944 - 上月 1.409916
S2,R36,2025-10,三级渠道,湖南浩娱-DY-短直视频,False,2.81786475,连续3个完整月上升,1.409916 -> 1.286944 -> 2.817865
S2,R37,2025-10,三级渠道,湖南浩娱-DY-短直视频,True,1.53092123,> 0.05（5个百分点）,本月CAC率 2.817865 - 上月 1.286944
S2,R37,2025-09,三级渠道,热门好课,False,0.00000000,> 0.05（5个百分点）,本月CAC率 0.000000 - 上月 0.000000
S2,R36,2025-10,三级渠道,热门好课,False,0.00000000,连续3个完整月上升,0.000000 -> 0.000000 -> 0.000000
S2,R37,2025-10,三级渠道,热门好课,False,0.00000000,> 0.05（5个百分点）,本月CAC率 0.000000 - 上月 0.000000
S2,R37,2025-09,三级渠道,爱奇艺,False,-0.67772699,> 0.05（5个百分点）,本月CAC率 1.064947 - 上月 1.742674
S2,R36,2025-10,三级渠道,爱奇艺,False,2.13378242,连续3个完整月上升,1.742674 -> 1.064947 -> 2.133782
S2,R37,2025-10,三级渠道,爱奇艺,True,1.06883574,> 0.05（5个百分点）,本月CAC率 2.133782 - 上月 1.064947
S2,R37,2025-10,三级渠道,电商品6,True,1.38551662,> 0.05（5个百分点）,本月CAC率 2.405622 - 上月 1.020106
S2,R37,2025-09,三级渠道,电商瑜伽1-包裹卡,False,-1.94472251,> 0.05（5个百分点）,本月CAC率 1.544864 - 上月 3.489587
S2,R36,2025-10,三级渠道,电商瑜伽1-包裹卡,False,0.15633650,连续3个完整月上升,3.489587 -> 1.544864 -> 0.156336
S2,R37,2025-10,三级渠道,电商瑜伽1-包裹卡,False,-1.38852762,> 0.05（5个百分点）,本月CAC率 0.156336 - 上月 1.544864
S2,R37,2025-09,三级渠道,电商瑜伽1-直播,False,-1.06859285,> 0.05（5个百分点）,本月CAC率 1.742800 - 上月 2.811393
S2,R37,2025-09,三级渠道,百度,False,0.02992778,> 0.05（5个百分点）,本月CAC率 1.554922 - 上月 1.524994
S2,R36,2025-10,三级渠道,百度,False,1.37789588,连续3个完整月上升,1.524994 -> 1.554922 -> 1.377896
S2,R37,2025-10,三级渠道,百度,False,-0.17702618,> 0.05（5个百分点）,本月CAC率 1.377896 - 上月 1.554922
S2,R37,2025-09,三级渠道,百度直播,False,-1.66508579,> 0.05（5个百分点）,本月CAC率 2.413871 - 上月 4.078956
S2,R36,2025-10,三级渠道,百度直播,False,1.51245681,连续3个完整月上升,4.078956 -> 2.413871 -> 1.512457
S2,R37,2025-10,三级渠道,百度直播,False,-0.90141385,> 0.05（5个百分点）,本月CAC率 1.512457 - 上月 2.413871
S2,R37,2025-09,三级渠道,真祺-sp-短直视频,False,-0.04541602,> 0.05（5个百分点）,本月CAC率 0.854405 - 上月 0.899821
S2,R36,2025-10,三级渠道,真祺-sp-短直视频,False,0.78664299,连续3个完整月上升,0.899821 -> 0.854405 -> 0.786643
S2,R37,2025-10,三级渠道,真祺-sp-短直视频,False,-0.06776237,> 0.05（5个百分点）,本月CAC率 0.786643 - 上月 0.854405
S2,R37,2025-09,三级渠道,穿山甲,False,-0.04734966,> 0.05（5个百分点）,本月CAC率 2.157525 - 上月 2.204875
S2,R36,2025-10,三级渠道,穿山甲,False,1.29800664,连续3个完整月上升,2.204875 -> 2.157525 -> 1.298007
S2,R37,2025-10,三级渠道,穿山甲,False,-0.85951855,> 0.05（5个百分点）,本月CAC率 1.298007 - 上月 2.157525
S2,R37,2025-09,三级渠道,联合百度,False,-0.13313613,> 0.05（5个百分点）,本月CAC率 1.863917 - 上月 1.997053
S2,R36,2025-10,三级渠道,联合百度,False,1.72960757,连续3个完整月上升,1.997053 -> 1.863917 -> 1.729608
S2,R37,2025-10,三级渠道,联合百度,False,-0.13430900,> 0.05（5个百分点）,本月CAC率 1.729608 - 上月 1.863917
S2,R37,2025-09,三级渠道,联合视频号,False,-0.20522678,> 0.05（5个百分点）,本月CAC率 3.306084 - 上月 3.511311
S2,R36,2025-10,三级渠道,联合视频号,False,0.96011874,连续3个完整月上升,3.511311 -> 3.306084 -> 0.960119
S2,R37,2025-10,三级渠道,联合视频号,False,-2.34596501,> 0.05（5个百分点）,本月CAC率 0.960119 - 上月 3.306084
S2,R37,2025-09,三级渠道,董文立老师-DY-短直视频,True,0.08719565,> 0.05（5个百分点）,本月CAC率 1.013523 - 上月 0.926327
S2,R36,2025-10,三级渠道,董文立老师-DY-短直视频,True,1.67794270,连续3个完整月上升,0.926327 -> 1.013523 -> 1.677943
S2,R37,2025-10,三级渠道,董文立老师-DY-短直视频,True,0.66442001,> 0.05（5个百分点）,本月CAC率 1.677943 - 上月 1.013523
S2,R37,2025-09,三级渠道,视频号,False,-0.05902532,> 0.05（5个百分点）,本月CAC率 1.668150 - 上月 1.727175
S2,R36,2025-10,三级渠道,视频号,False,1.57050342,连续3个完整月上升,1.727175 -> 1.668150 -> 1.570503
S2,R37,2025-10,三级渠道,视频号,False,-0.09764662,> 0.05（5个百分点）,本月CAC率 1.570503 - 上月 1.668150
S2,R37,2025-09,三级渠道,视频号直播,True,0.47714736,> 0.05（5个百分点）,本月CAC率 2.105678 - 上月 1.628530
S2,R36,2025-10,三级渠道,视频号直播,False,1.82068610,连续3个完整月上升,1.628530 -> 2.105678 -> 1.820686
S2,R37,2025-10,三级渠道,视频号直播,False,-0.28499153,> 0.05（5个百分点）,本月CAC率 1.820686 - 上月 2.105678
S2,R37,2025-09,三级渠道,重庆唱歌直播机构达人-DY-短直视频,False,-1.62542526,> 0.05（5个百分点）,本月CAC率 0.000000 - 上月 1.625425
S2,R36,2025-10,三级渠道,重庆唱歌直播机构达人-DY-短直视频,False,0.00000000,连续3个完整月上升,1.625425 -> 0.000000 -> 0.000000
S2,R37,2025-10,三级渠道,重庆唱歌直播机构达人-DY-短直视频,False,0.00000000,> 0.05（5个百分点）,本月CAC率 0.000000 - 上月 0.000000
S2,R37,2025-09,三级渠道,长沙昕娱-DY-短直视频,True,2.73878909,> 0.05（5个百分点）,本月CAC率 3.641140 - 上月 0.902351
S2,R37,2025-09,三级渠道,鹿邑-摄影粉-DY-直播,False,-0.01889589,> 0.05（5个百分点）,本月CAC率 1.118107 - 上月 1.137003
S2,R36,2025-10,三级渠道,鹿邑-摄影粉-DY-直播,False,1.07911909,连续3个完整月上升,1.137003 -> 1.118107 -> 1.079119
S2,R37,2025-10,三级渠道,鹿邑-摄影粉-DY-直播,False,-0.03898827,> 0.05（5个百分点）,本月CAC率 1.079119 - 上月 1.118107
S3,R61,2025-08,全渠道,__ALL__,False,0.03796746,> 0.20,ROI<0.5渠道成本 / 全渠道成本
S3,R61,2025-09,全渠道,__ALL__,False,0.02889076,> 0.20,ROI<0.5渠道成本 / 全渠道成本
S3,R61,2025-10,全渠道,__ALL__,False,0.01024455,> 0.20,ROI<0.5渠道成本 / 全渠道成本
